DAUID,TOPIC_THEME,TEXT_ID,TEXT_NAME_NOM,T_DATA_DONNEE,M_DATA_DONNEE,F_DATA_DONNEE
35060346,Language,8006,Official language minority (percentage),14.6,18.6,10.3
35060347,Language,7002,  French only,0,0,0
35060347,Language,8006,Official language minority (percentage),10.5,10,11.4
35060348,Language,7002,  French only,0,0,0
35060348,Language,8006,Official language minority (percentage),5.6,5.4,5.9
35060353,Language,7002,  French only,1,0,0
35060353,Language,8006,Official language minority (percentage),14.3,14.3,16.1
35060354,Language,7002,  French only,0,0,0
35060354,Language,8006,Official language minority (percentage),13.9,12.8,14.8
35060360,Language,7002,  French only,0,0,0
35060360,Language,8006,Official language minority (percentage),11.5,12.5,11.1
35060361,Language,7002,  French only,2.4,1.3,2
35060361,Language,8006,Official language minority (percentage),11.3,12.2,10
35060364,Language,7002,  French only,0,0,0
35060364,Language,8006,Official language minority (percentage),8.4,7.3,7.1
35060366,Language,7002,  French only,1.6,0,3.3
35060366,Language,8006,Official language minority (percentage),8.7,9.1,10
35060367,Language,7002,  French only,0,0,0
35060367,Language,8006,Official language minority (percentage),7.9,8.3,9.1
35060368,Language,7002,  French only,0,0,0
35060368,Language,8006,Official language minority (percentage),6.5,7.4,5.6
35060371,Language,7002,  French only,0,0,0
35060371,Language,8006,Official language minority (percentage),7.6,6.4,8.9
35060373,Language,7002,  French only,0,0,0
35060373,Language,8006,Official language minority (percentage),6.2,2,8.3
35060375,Language,7002,  French only,1.2,0,2.2
35060375,Language,8006,Official language minority (percentage),12.5,13.9,11.1
35060379,Language,7002,  French only,0,0,0
35060379,Language,8006,Official language minority (percentage),6.3,5.7,6.9
35060380,Language,7002,  French only,0.9,0,0
35060380,Language,8006,Official language minority (percentage),10.4,10.9,10.3
35060381,Language,7002,  French only,1,2.1,0
35060381,Language,8006,Official language minority (percentage),8.7,8.2,9.1
35060382,Language,7002,  French only,1,0,1.9
35060382,Language,8006,Official language minority (percentage),14.7,14,15.1
35060383,Language,7002,  French only,0,0,0
35060383,Language,8006,Official language minority (percentage),12.6,13.6,11.5
35060384,Language,7002,  French only,0,0,0
35060384,Language,8006,Official language minority (percentage),14.7,16,13.7
35060385,Language,7002,  French only,1.8,1.9,1.8
35060385,Language,8006,Official language minority (percentage),18,14.8,19.3
35060386,Language,7002,  French only,1.1,0,2.1
35060386,Language,8006,Official language minority (percentage),13.8,15.2,10.4
35060387,Language,7002,  French only,1.3,2.4,0
35060387,Language,8006,Official language minority (percentage),12.7,12.2,13.2
35060388,Language,7002,  French only,0,0,0
35060388,Language,8006,Official language minority (percentage),10.2,7.1,9.7
35060389,Language,7002,  French only,1.1,0,2.3
35060389,Language,8006,Official language minority (percentage),16.1,19,13.6
35060390,Language,7002,  French only,0,0,0
35060390,Language,8006,Official language minority (percentage),14.7,14.3,15.1
35060391,Language,7002,  French only,2.6,0,1.8
35060391,Language,8006,Official language minority (percentage),14.8,11.9,16.1
35060392,Language,7002,  French only,0,0,0
35060392,Language,8006,Official language minority (percentage),9.1,8.5,11.3
35060393,Language,7002,  French only,0.7,0,1.4
35060393,Language,8006,Official language minority (percentage),13,10.8,14.1
35060394,Language,7002,  French only,2.4,0,2.6
35060394,Language,8006,Official language minority (percentage),13.3,11.4,15.4
35060395,Language,7002,  French only,1.9,1.9,0
35060395,Language,8006,Official language minority (percentage),11.4,11.1,11.5
35060396,Language,7002,  French only,0.8,0,0
35060396,Language,8006,Official language minority (percentage),9.3,5.4,11.5
35060397,Language,7002,  French only,0,2,0
35060397,Language,8006,Official language minority (percentage),9.6,10,9.1
35060399,Language,7002,  French only,1.6,1.5,1.7
35060399,Language,8006,Official language minority (percentage),19.4,19.7,17.2
35060400,Language,7002,  French only,0,0,0
35060400,Language,8006,Official language minority (percentage),14.3,11.1,11.8
35060401,Language,7002,  French only,0.8,0,1.7
35060401,Language,8006,Official language minority (percentage),13.8,14.1,15.3
35060402,Language,7002,  French only,0,0,0
35060402,Language,8006,Official language minority (percentage),19.1,18.6,17.9
35060403,Language,7002,  French only,0.8,1.6,0
35060403,Language,8006,Official language minority (percentage),20.6,21,20.3
35060404,Language,7002,  French only,3.4,1.7,4.9
35060404,Language,8006,Official language minority (percentage),19.3,13.6,24.6
35060405,Language,7002,  French only,0,0,0
35060405,Language,8006,Official language minority (percentage),11.1,9.9,12.3
35060406,Language,7002,  French only,1.2,1.2,1.4
35060406,Language,8006,Official language minority (percentage),17.4,16.3,20
35060407,Language,7002,  French only,0,0,1.3
35060407,Language,8006,Official language minority (percentage),13.8,13.4,15.2
35060408,Language,7002,  French only,0.7,0,0
35060408,Language,8006,Official language minority (percentage),17.9,16.5,19.2
35060412,Language,7002,  French only,0,1.6,0
35060412,Language,8006,Official language minority (percentage),7,9.5,6.1
35060413,Language,7002,  French only,0,1.6,0
35060413,Language,8006,Official language minority (percentage),8.1,7.9,8.3
35060417,Language,7002,  French only,0.6,1.3,1
35060417,Language,8006,Official language minority (percentage),10.4,11.8,9.3
35060419,Language,7002,  French only,0,0,0
35060419,Language,8006,Official language minority (percentage),5.6,7.7,7.4
35060434,Language,7002,  French only,0,0,0
35060434,Language,8006,Official language minority (percentage),6,2.5,7
35060435,Language,7002,  French only,1,0,0
35060435,Language,8006,Official language minority (percentage),6.8,3.9,9.6
35060436,Language,7002,  French only,0,0,0
35060436,Language,8006,Official language minority (percentage),4.8,2.4,7.3
35060437,Language,7002,  French only,0,0,0
35060437,Language,8006,Official language minority (percentage),6.3,6.7,4
35060438,Language,7002,  French only,0,0,0
35060438,Language,8006,Official language minority (percentage),4.3,2.9,4.4
35060439,Language,7002,  French only,0,0,0
35060439,Language,8006,Official language minority (percentage),8,6.5,7.5
35060440,Language,7002,  French only,0,0,0
35060440,Language,8006,Official language minority (percentage),3.4,4.5,4.3
35060443,Language,7002,  French only,0,2.6,2.7
35060443,Language,8006,Official language minority (percentage),7.9,5.1,11.1
35060444,Language,7002,  French only,1.1,0,0
35060444,Language,8006,Official language minority (percentage),9.2,10.5,8.2
35060445,Language,7002,  French only,0,0,0
35060445,Language,8006,Official language minority (percentage),6.1,6.7,5.8
35060446,Language,7002,  French only,0,0,2
35060446,Language,8006,Official language minority (percentage),8.1,7.8,10
35060447,Language,7002,  French only,0.9,1.8,1.8
35060447,Language,8006,Official language minority (percentage),7.1,7.1,8.9
35060448,Language,7002,  French only,0,0,0
35060448,Language,8006,Official language minority (percentage),9.2,10,6.6
35060449,Language,7002,  French only,0,0,0
35060449,Language,8006,Official language minority (percentage),7.1,6.3,8.2
35060450,Language,7002,  French only,0,0,0
35060450,Language,8006,Official language minority (percentage),8.4,8.2,10.6
35060451,Language,7002,  French only,1.3,0,0
35060451,Language,8006,Official language minority (percentage),9.3,5.3,13.5
35060452,Language,7002,  French only,0,1.8,1.9
35060452,Language,8006,Official language minority (percentage),5.5,5.5,5.7
35060455,Language,7002,  French only,0,0,0
35060455,Language,8006,Official language minority (percentage),8.2,7.3,6.7
35060456,Language,7002,  French only,0,0,0
35060456,Language,8006,Official language minority (percentage),8.2,7.9,10.8
35060457,Language,7002,  French only,0,0,0
35060457,Language,8006,Official language minority (percentage),6.4,5.3,7.5
35060458,Language,7002,  French only,0,0,0
35060458,Language,8006,Official language minority (percentage),5.7,7.5,6.4
35060459,Language,7002,  French only,0,0,0
35060459,Language,8006,Official language minority (percentage),6,6.8,5
35060460,Language,7002,  French only,0.8,0,0
35060460,Language,8006,Official language minority (percentage),7.9,3,11.3
35060461,Language,7002,  French only,0,0,0
35060461,Language,8006,Official language minority (percentage),7.6,4.9,10.5
35060462,Language,7002,  French only,0,1.9,0
35060462,Language,8006,Official language minority (percentage),5.8,5.8,7.8
35060463,Language,7002,  French only,0,0,0
35060463,Language,8006,Official language minority (percentage),7.3,5,9.5
35060464,Language,7002,  French only,0,0,0
35060464,Language,8006,Official language minority (percentage),6.2,5.3,9.1
35060465,Language,7002,  French only,0,0,0
35060465,Language,8006,Official language minority (percentage),6.8,5.3,8.6
35060466,Language,7002,  French only,0,0,0
35060466,Language,8006,Official language minority (percentage),4.5,5.7,6.5
35060467,Language,7002,  French only,0,0,0
35060467,Language,8006,Official language minority (percentage),7.1,7,7.1
35060468,Language,7002,  French only,0.7,0,0
35060468,Language,8006,Official language minority (percentage),6.7,6.3,8.6
35060469,Language,7002,  French only,0.6,1,0
35060469,Language,8006,Official language minority (percentage),4.8,5,4.5
35060471,Language,7002,  French only,0,0,0
35060471,Language,8006,Official language minority (percentage),7.9,7.6,10
35060474,Language,7002,  French only,1,1.8,0
35060474,Language,8006,Official language minority (percentage),7.6,7.4,7.8
35060475,Language,7002,  French only,0,0,0
35060475,Language,8006,Official language minority (percentage),7,8.9,4.9
35060476,Language,7002,  French only,0,0,0
35060476,Language,8006,Official language minority (percentage),6.8,7.6,5.9
35060479,Language,7002,  French only,2,1.5,2.5
35060479,Language,8006,Official language minority (percentage),16.9,13.2,20
35060480,Language,7002,  French only,3.9,0,5.4
35060480,Language,8006,Official language minority (percentage),16.9,12.8,21.6
35060481,Language,7002,  French only,0.8,1.6,0
35060481,Language,8006,Official language minority (percentage),6,7.8,5.8
35060482,Language,7002,  French only,1,1.9,2.1
35060482,Language,8006,Official language minority (percentage),14.1,11.5,14.9
35060483,Language,7002,  French only,0,0,0
35060483,Language,8006,Official language minority (percentage),10.4,9.1,7.7
35060484,Language,7002,  French only,0,0,0
35060484,Language,8006,Official language minority (percentage),11.7,13.7,11.8
35060485,Language,7002,  French only,0,0,0
35060485,Language,8006,Official language minority (percentage),6,8,4
35060486,Language,7002,  French only,0,0,0
35060486,Language,8006,Official language minority (percentage),5,5.6,5.1
35060488,Language,7002,  French only,0,0,0.8
35060488,Language,8006,Official language minority (percentage),6.7,5.1,7.9
35060491,Language,7002,  French only,0,0,0
35060491,Language,8006,Official language minority (percentage),8.7,8.6,8.8
35060492,Language,7002,  French only,1,0,0
35060492,Language,8006,Official language minority (percentage),8.8,6.3,9.4
35060493,Language,7002,  French only,0,0,0
35060493,Language,8006,Official language minority (percentage),4.8,5.5,5.5
35060494,Language,7002,  French only,0,0,0
35060494,Language,8006,Official language minority (percentage),9.7,8.1,14.3
35060495,Language,7002,  French only,0.4,0.9,0.8
35060495,Language,8006,Official language minority (percentage),7.8,6.8,8.7
35060496,Language,7002,  French only,0.6,1.1,1.1
35060496,Language,8006,Official language minority (percentage),7.2,6.8,7.6
35060497,Language,7002,  French only,0,0,0
35060497,Language,8006,Official language minority (percentage),8.8,8.3,7.5
35060498,Language,7002,  French only,0,0,0
35060498,Language,8006,Official language minority (percentage),7.1,7.1,7.1
35060499,Language,7002,  French only,0,0,0
35060499,Language,8006,Official language minority (percentage),8,5.3,9.1
35060500,Language,7002,  French only,0,0,0
35060500,Language,8006,Official language minority (percentage),8.4,2.6,11.1
35060501,Language,7002,  French only,0,0,0
35060501,Language,8006,Official language minority (percentage),7.2,8.8,8.6
35060502,Language,7002,  French only,0,0,0
35060502,Language,8006,Official language minority (percentage),4.4,4.3,4.4
35060503,Language,7002,  French only,0,0,0
35060503,Language,8006,Official language minority (percentage),7.6,7.8,7.6
35060504,Language,7002,  French only,0,0,0
35060504,Language,8006,Official language minority (percentage),4.5,3,3
35060505,Language,7002,  French only,0,0,0
35060505,Language,8006,Official language minority (percentage),6.5,8.2,6.5
35060506,Language,7002,  French only,0,2.3,0
35060506,Language,8006,Official language minority (percentage),7.7,7,8.3
35060507,Language,7002,  French only,0,0,0
35060507,Language,8006,Official language minority (percentage),5.3,2.6,8.3
35060508,Language,7002,  French only,0,2.6,0
35060508,Language,8006,Official language minority (percentage),3.9,5.1,5.4
35060509,Language,7002,  French only,1,0,0
35060509,Language,8006,Official language minority (percentage),8.9,10.4,7.5
35060510,Language,7002,  French only,0,0,0
35060510,Language,8006,Official language minority (percentage),9.2,7.9,9.1
35060511,Language,7002,  French only,1.3,1.8,1.7
35060511,Language,8006,Official language minority (percentage),10.3,10.9,9.6
35060512,Language,7002,  French only,1,0,2
35060512,Language,8006,Official language minority (percentage),8.2,6.4,10.2
35060513,Language,7002,  French only,0,0,0
35060513,Language,8006,Official language minority (percentage),4.6,4.8,4.5
35060514,Language,7002,  French only,0.7,1.7,1.3
35060514,Language,8006,Official language minority (percentage),8,8.6,8.8
35060515,Language,7002,  French only,0.5,0,0
35060515,Language,8006,Official language minority (percentage),10.6,9.7,10.3
35060516,Language,7002,  French only,1.9,0,3.6
35060516,Language,8006,Official language minority (percentage),11.5,12.5,7.1
35060517,Language,7002,  French only,1.3,0,2.6
35060517,Language,8006,Official language minority (percentage),3.9,2.6,5.3
35060518,Language,7002,  French only,1.1,2.4,2.1
35060518,Language,8006,Official language minority (percentage),5.6,2.4,6.1
35060519,Language,7002,  French only,1.3,0,0
35060519,Language,8006,Official language minority (percentage),8,7.9,7.9
35060520,Language,7002,  French only,0,0,0
35060520,Language,8006,Official language minority (percentage),11.8,7.7,15.8
35060521,Language,7002,  French only,0,0,0
35060521,Language,8006,Official language minority (percentage),8.8,7.6,8.7
35060522,Language,7002,  French only,0,0,0
35060522,Language,8006,Official language minority (percentage),5.5,5.4,5.7
35060523,Language,7002,  French only,0.8,1.6,1.7
35060523,Language,8006,Official language minority (percentage),10.5,7.8,13.3
35060524,Language,7002,  French only,0.9,1.7,1.8
35060524,Language,8006,Official language minority (percentage),7.8,6.9,8.8
35060525,Language,7002,  French only,1.7,1.1,2.3
35060525,Language,8006,Official language minority (percentage),7.8,7.7,6.9
35060526,Language,7002,  French only,0.9,0,1
35060526,Language,8006,Official language minority (percentage),6.8,6,7.7
35060527,Language,7002,  French only,0,0,0
35060527,Language,8006,Official language minority (percentage),9.2,9.4,11.8
35060529,Language,7002,  French only,0,0,0
35060529,Language,8006,Official language minority (percentage),6.7,7.9,7.9
35060530,Language,7002,  French only,0,0,0
35060530,Language,8006,Official language minority (percentage),3.8,5.9,3.7
35060531,Language,7002,  French only,0,0,0
35060531,Language,8006,Official language minority (percentage),8.8,8.9,8.8
35060533,Language,7002,  French only,0.7,0,0
35060533,Language,8006,Official language minority (percentage),8.4,8,9
35060534,Language,7002,  French only,0,0,0
35060534,Language,8006,Official language minority (percentage),5.6,8.8,5.6
35060535,Language,7002,  French only,2.6,2.6,2.5
35060535,Language,8006,Official language minority (percentage),10.3,10.5,10.3
35060538,Language,7002,  French only,4.7,0,5.7
35060538,Language,8006,Official language minority (percentage),20.3,17.2,22.9
35060539,Language,7002,  French only,2.4,1.6,2.5
35060539,Language,8006,Official language minority (percentage),15.3,13.5,17.2
35060544,Language,7002,  French only,0.7,1.4,0
35060544,Language,8006,Official language minority (percentage),10.6,8.7,12.3
35060547,Language,7002,  French only,0,0,0
35060547,Language,8006,Official language minority (percentage),8.1,5.1,10.6
35060551,Language,7002,  French only,0,0,0
35060551,Language,8006,Official language minority (percentage),14.5,10.5,18.9
35060553,Language,7002,  French only,0,0,0
35060553,Language,8006,Official language minority (percentage),7.8,7.7,11.5
35060554,Language,7002,  French only,0,0,0
35060554,Language,8006,Official language minority (percentage),11.8,13.3,10.3
35060555,Language,7002,  French only,0,0,0
35060555,Language,8006,Official language minority (percentage),9.7,12.1,10.5
35060556,Language,7002,  French only,0.8,0.9,0.8
35060556,Language,8006,Official language minority (percentage),14.1,14.8,14.2
35060557,Language,7002,  French only,1,2.3,1
35060557,Language,8006,Official language minority (percentage),11.9,10.2,13.3
35060558,Language,7002,  French only,3.3,3.9,2.7
35060558,Language,8006,Official language minority (percentage),16.7,15.7,17.7
35060559,Language,7002,  French only,2.5,1.7,4.8
35060559,Language,8006,Official language minority (percentage),12.4,11.9,14.5
35060560,Language,7002,  French only,3.7,3,2.9
35060560,Language,8006,Official language minority (percentage),14.7,14.9,14.5
35060561,Language,7002,  French only,0,0,0
35060561,Language,8006,Official language minority (percentage),7.4,10.9,6.3
35060562,Language,7002,  French only,0.6,1.3,1.3
35060562,Language,8006,Official language minority (percentage),14.7,15.4,12.8
35060563,Language,7002,  French only,4.2,4,4.3
35060563,Language,8006,Official language minority (percentage),18.8,20,17.4
35060564,Language,7002,  French only,2.7,0,0
35060564,Language,8006,Official language minority (percentage),16.2,21.1,22.2
35060565,Language,7002,  French only,1.8,3.3,3.8
35060565,Language,8006,Official language minority (percentage),19.6,20,19.2
35060567,Language,7002,  French only,0,0,4.2
35060567,Language,8006,Official language minority (percentage),12.8,13.6,12
35060568,Language,7002,  French only,0,0,2.1
35060568,Language,8006,Official language minority (percentage),12.8,10.6,14.9
35060569,Language,7002,  French only,0.5,1.1,0
35060569,Language,8006,Official language minority (percentage),12.1,12,11.3
35060573,Language,7002,  French only,0,0,0
35060573,Language,8006,Official language minority (percentage),9,8.1,9.9
35060574,Language,7002,  French only,0,0,0
35060574,Language,8006,Official language minority (percentage),4.9,5,4.8
35060575,Language,7002,  French only,0,0,0
35060575,Language,8006,Official language minority (percentage),6.5,6.2,6.8
35060576,Language,7002,  French only,0,0,0
35060576,Language,8006,Official language minority (percentage),8.5,8.3,6.4
35060577,Language,7002,  French only,0,0,0
35060577,Language,8006,Official language minority (percentage),7.3,3.2,8
35060578,Language,7002,  French only,0,0,0
35060578,Language,8006,Official language minority (percentage),5.6,2.9,5.6
35060579,Language,7002,  French only,0,0,0
35060579,Language,8006,Official language minority (percentage),7.1,4.7,7.1
35060580,Language,7002,  French only,0.7,0,0
35060580,Language,8006,Official language minority (percentage),10.1,8.8,11.1
35060582,Language,7002,  French only,0.8,0,1.5
35060582,Language,8006,Official language minority (percentage),9.2,11.3,7.5
35060585,Language,7002,  French only,0,0,0
35060585,Language,8006,Official language minority (percentage),8.1,3.1,9.7
35060588,Language,7002,  French only,0,0,1.2
35060588,Language,8006,Official language minority (percentage),8.8,7.5,8.6
35060590,Language,7002,  French only,0,0,0
35060590,Language,8006,Official language minority (percentage),9.8,8.9,10.9
35060592,Language,7002,  French only,0.5,0,0
35060592,Language,8006,Official language minority (percentage),7.1,6.5,8.9
35060593,Language,7002,  French only,1.9,2.2,1.7
35060593,Language,8006,Official language minority (percentage),11.4,8.9,13.3
35060594,Language,7002,  French only,0.9,0,0
35060594,Language,8006,Official language minority (percentage),9.2,8.8,9.6
35060595,Language,7002,  French only,0.6,0,1.2
35060595,Language,8006,Official language minority (percentage),9,7.3,10.5
35060597,Language,7002,  French only,0,0,0
35060597,Language,8006,Official language minority (percentage),7.3,8.3,6.3
35060598,Language,7002,  French only,0,0,0
35060598,Language,8006,Official language minority (percentage),7,4.7,10.8
35060599,Language,7002,  French only,0,0,0
35060599,Language,8006,Official language minority (percentage),7.8,7.8,9.4
35060600,Language,7002,  French only,0,0,0
35060600,Language,8006,Official language minority (percentage),6.6,5.1,8.1
35060602,Language,7002,  French only,0.8,1.8,0
35060602,Language,8006,Official language minority (percentage),11.1,10.5,11.4
35060603,Language,7002,  French only,0,0,0
35060603,Language,8006,Official language minority (percentage),8.5,9.3,7.8
35060604,Language,7002,  French only,0,0,0
35060604,Language,8006,Official language minority (percentage),6.4,4.3,8.3
35060605,Language,7002,  French only,0,0,0
35060605,Language,8006,Official language minority (percentage),6.6,4.8,6.6
35060606,Language,7002,  French only,1,0,0
35060606,Language,8006,Official language minority (percentage),5.8,3.9,7.7
35060607,Language,7002,  French only,1.4,0,2.8
35060607,Language,8006,Official language minority (percentage),7.1,8.6,5.7
35060608,Language,7002,  French only,0.8,0,0
35060608,Language,8006,Official language minority (percentage),7.6,8.6,6.8
35060609,Language,7002,  French only,0,0,0
35060609,Language,8006,Official language minority (percentage),9.8,8.5,9.2
35060610,Language,7002,  French only,1.3,0,0
35060610,Language,8006,Official language minority (percentage),6.6,5.4,8.1
35060611,Language,7002,  French only,1.1,2.4,0
35060611,Language,8006,Official language minority (percentage),7.6,4.8,8
35060612,Language,7002,  French only,0,0,0
35060612,Language,8006,Official language minority (percentage),5.1,4.2,6
35060613,Language,7002,  French only,0.6,0,1.2
35060613,Language,8006,Official language minority (percentage),9.4,9.2,9.5
35060616,Language,7002,  French only,1.7,0,1.5
35060616,Language,8006,Official language minority (percentage),11,9.8,12.1
35060617,Language,7002,  French only,0.9,0,0
35060617,Language,8006,Official language minority (percentage),7.9,7.8,7.8
35060618,Language,7002,  French only,0,0,0
35060618,Language,8006,Official language minority (percentage),8.2,8.3,8.3
35060619,Language,7002,  French only,0,0,1.2
35060619,Language,8006,Official language minority (percentage),7.3,7.3,8.5
35060620,Language,7002,  French only,0,0,0
35060620,Language,8006,Official language minority (percentage),7.9,7.9,7.9
35060622,Language,7002,  French only,0,0,0
35060622,Language,8006,Official language minority (percentage),12,14.3,9.5
35060623,Language,7002,  French only,0.6,0,0
35060623,Language,8006,Official language minority (percentage),7,4.9,7.7
35060624,Language,7002,  French only,0.8,0,0
35060624,Language,8006,Official language minority (percentage),5.8,3.6,6.2
35060625,Language,7002,  French only,1.2,0,2.3
35060625,Language,8006,Official language minority (percentage),7,4.7,9.3
35060634,Language,7002,  French only,3.1,3.2,3
35060634,Language,8006,Official language minority (percentage),16.3,15.9,18.2
35060638,Language,7002,  French only,0.6,1.2,1.3
35060638,Language,8006,Official language minority (percentage),10.6,9.5,11.8
35060641,Language,7002,  French only,1.3,0,2.7
35060641,Language,8006,Official language minority (percentage),9.3,10.8,7.9
35060642,Language,7002,  French only,0.6,0,0
35060642,Language,8006,Official language minority (percentage),9,8.8,9.2
35060643,Language,7002,  French only,0,0,0
35060643,Language,8006,Official language minority (percentage),7.5,7.7,11.1
35060644,Language,7002,  French only,0,0,0
35060644,Language,8006,Official language minority (percentage),6.7,6.3,10.7
35060645,Language,7002,  French only,0.6,0.8,1
35060645,Language,8006,Official language minority (percentage),12.8,11.5,13.1
35060646,Language,7002,  French only,0,0,0
35060646,Language,8006,Official language minority (percentage),11.9,12.2,11.3
35060647,Language,7002,  French only,1.6,3.1,0
35060647,Language,8006,Official language minority (percentage),9.4,9.7,9.1
35060648,Language,7002,  French only,1.3,2.4,2.8
35060648,Language,8006,Official language minority (percentage),7.6,7.1,8.3
35060649,Language,7002,  French only,8.5,6.7,11
35060649,Language,8006,Official language minority (percentage),27.1,24.7,29.3
35060653,Language,7002,  French only,0,0,0
35060653,Language,8006,Official language minority (percentage),6.6,9.3,4.2
35060654,Language,7002,  French only,0,0,0
35060654,Language,8006,Official language minority (percentage),6.3,8.3,6
35060655,Language,7002,  French only,0,0,0
35060655,Language,8006,Official language minority (percentage),7.1,3,5.3
35060656,Language,7002,  French only,0,0,0
35060656,Language,8006,Official language minority (percentage),7.2,5.7,8.5
35060657,Language,7002,  French only,1.1,0,0
35060657,Language,8006,Official language minority (percentage),6.4,4.3,8.3
35060662,Language,7002,  French only,0.9,0,0
35060662,Language,8006,Official language minority (percentage),7.7,5.4,8.2
35060663,Language,7002,  French only,1,0.8,1.2
35060663,Language,8006,Official language minority (percentage),8.8,9.9,8.5
35060668,Language,7002,  French only,0,0,0
35060668,Language,8006,Official language minority (percentage),5.7,7,4.7
35060669,Language,7002,  French only,0.8,0,0
35060669,Language,8006,Official language minority (percentage),6.5,6.3,6.7
35060670,Language,7002,  French only,0,0,0
35060670,Language,8006,Official language minority (percentage),3.4,2.3,2.3
35060671,Language,7002,  French only,0,0,0
35060671,Language,8006,Official language minority (percentage),2.4,2.4,2.4
35060672,Language,7002,  French only,0,0,0
35060672,Language,8006,Official language minority (percentage),5.2,6,4.3
35060673,Language,7002,  French only,0,0,0
35060673,Language,8006,Official language minority (percentage),4.5,4.5,4.5
35060678,Language,7002,  French only,0.2,0,0.3
35060678,Language,8006,Official language minority (percentage),8.3,8.1,8.3
35060679,Language,7002,  French only,0.3,0.3,0.3
35060679,Language,8006,Official language minority (percentage),8.2,8.1,7.9
35060680,Language,7002,  French only,0,0,0
35060680,Language,8006,Official language minority (percentage),4.8,6.5,6.5
35060681,Language,7002,  French only,0,0,0
35060681,Language,8006,Official language minority (percentage),8,8.2,7.9
35060682,Language,7002,  French only,0,0,0
35060682,Language,8006,Official language minority (percentage),8.8,6.8,10.6
35060684,Language,7002,  French only,0,0,0
35060684,Language,8006,Official language minority (percentage),4.4,7,3.5
35060685,Language,7002,  French only,0.8,0,1.6
35060685,Language,8006,Official language minority (percentage),4.8,3.2,4.8
35060686,Language,7002,  French only,0,0,0
35060686,Language,8006,Official language minority (percentage),2.7,1.9,1.8
35060687,Language,7002,  French only,0,0,0
35060687,Language,8006,Official language minority (percentage),5.3,5.3,7.9
35060688,Language,7002,  French only,0,0,0
35060688,Language,8006,Official language minority (percentage),6,6.8,5.4
35060689,Language,7002,  French only,0,0,0
35060689,Language,8006,Official language minority (percentage),7.6,5.3,9.5
35060690,Language,7002,  French only,0,0,0
35060690,Language,8006,Official language minority (percentage),2.4,0,4.8
35060695,Language,7002,  French only,0,0,0
35060695,Language,8006,Official language minority (percentage),7.1,8.1,9.1
35060696,Language,7002,  French only,0,0,0
35060696,Language,8006,Official language minority (percentage),4.1,2.2,5.7
35060697,Language,7002,  French only,0,0,0
35060697,Language,8006,Official language minority (percentage),3.6,3.8,3.6
35060698,Language,7002,  French only,0,0,0
35060698,Language,8006,Official language minority (percentage),8.9,8.2,7.8
35060700,Language,7002,  French only,0.5,0.5,0
35060700,Language,8006,Official language minority (percentage),9.1,8.6,9.7
35060701,Language,7002,  French only,0.3,0.2,0.4
35060701,Language,8006,Official language minority (percentage),9.6,9.3,9.7
35060702,Language,7002,  French only,0,0,0
35060702,Language,8006,Official language minority (percentage),7.2,4.9,7.1
35060703,Language,7002,  French only,0,0,0
35060703,Language,8006,Official language minority (percentage),7.5,8.7,6.3
35060704,Language,7002,  French only,0.5,0,0.9
35060704,Language,8006,Official language minority (percentage),7.7,7.5,8.7
35060706,Language,7002,  French only,0,0,0
35060706,Language,8006,Official language minority (percentage),6.6,8.9,6.7
35060707,Language,7002,  French only,0.8,0,0
35060707,Language,8006,Official language minority (percentage),7.1,6.5,6.3
35060708,Language,7002,  French only,0,0,0
35060708,Language,8006,Official language minority (percentage),5.4,2.6,8.6
35060709,Language,7002,  French only,1.4,0,0
35060709,Language,8006,Official language minority (percentage),4.2,2.9,2.7
35060710,Language,7002,  French only,0,0,0
35060710,Language,8006,Official language minority (percentage),7.6,6.1,9.4
35060711,Language,7002,  French only,0.6,1.1,0
35060711,Language,8006,Official language minority (percentage),6.1,5.7,5.4
35060712,Language,7002,  French only,0,0,0
35060712,Language,8006,Official language minority (percentage),8.5,8.6,8.5
35060713,Language,7002,  French only,0,1.9,1.9
35060713,Language,8006,Official language minority (percentage),7.6,7.5,7.7
35060717,Language,7002,  French only,1.9,1,1.8
35060717,Language,8006,Official language minority (percentage),9.8,9.9,9.7
35060718,Language,7002,  French only,1.2,0,2.2
35060718,Language,8006,Official language minority (percentage),8.1,9.8,6.7
35060719,Language,7002,  French only,0.8,1.7,1.7
35060719,Language,8006,Official language minority (percentage),8.5,8.6,10
35060720,Language,7002,  French only,0,0,0
35060720,Language,8006,Official language minority (percentage),12.2,8.3,15.4
35060721,Language,7002,  French only,0,0,0
35060721,Language,8006,Official language minority (percentage),5.1,4.8,5.4
35060722,Language,7002,  French only,0.9,0,0
35060722,Language,8006,Official language minority (percentage),10.5,8.6,10.7
35060723,Language,7002,  French only,0,0,0
35060723,Language,8006,Official language minority (percentage),6.8,6.1,7.4
35060724,Language,7002,  French only,1.1,0,0
35060724,Language,8006,Official language minority (percentage),6.8,4.4,7
35060725,Language,7002,  French only,0,0,0
35060725,Language,8006,Official language minority (percentage),5.3,4.1,6.6
35060726,Language,7002,  French only,0,0,0
35060726,Language,8006,Official language minority (percentage),4.4,2.9,2.9
35060728,Language,7002,  French only,0,0,0
35060728,Language,8006,Official language minority (percentage),5.3,5.7,4.7
35060729,Language,7002,  French only,0,0,1.8
35060729,Language,8006,Official language minority (percentage),5.6,6,5.4
35060731,Language,7002,  French only,1.5,0,0
