DAUID,TOPIC_THEME,TEXT_ID,TEXT_NAME_NOM,T_DATA_DONNEE,M_DATA_DONNEE,F_DATA_DONNEE
35060731,Language,8006,Official language minority (percentage),9.1,8.8,9.4
35060734,Language,7002,  French only,1.8,1.8,1.7
35060734,Language,8006,Official language minority (percentage),7,7.1,8.5
35060735,Language,7002,  French only,0,0.7,0
35060735,Language,8006,Official language minority (percentage),6.1,4.9,6.6
35060736,Language,7002,  French only,0,0,0
35060736,Language,8006,Official language minority (percentage),4.4,3.8,5.1
35060737,Language,7002,  French only,0.7,0,0
35060737,Language,8006,Official language minority (percentage),5.7,4.5,6.8
35060738,Language,7002,  French only,1.1,0,0
35060738,Language,8006,Official language minority (percentage),5.4,6.7,2
35060739,Language,7002,  French only,0,0,0
35060739,Language,8006,Official language minority (percentage),6.4,9.3,5.9
35060740,Language,7002,  French only,2.7,3,2.4
35060740,Language,8006,Official language minority (percentage),10.8,12.1,12.2
35060741,Language,7002,  French only,0,0,0
35060741,Language,8006,Official language minority (percentage),2.7,5,0
35060742,Language,7002,  French only,0,0,0
35060742,Language,8006,Official language minority (percentage),8,7.8,6.8
35060743,Language,7002,  French only,1,0,0
35060743,Language,8006,Official language minority (percentage),6.2,6.3,6.3
35060744,Language,7002,  French only,0,0,0
35060744,Language,8006,Official language minority (percentage),7.2,9.3,5.3
35060745,Language,7002,  French only,1.3,0,0
35060745,Language,8006,Official language minority (percentage),7.6,5.1,10
35060746,Language,7002,  French only,0,0,0
35060746,Language,8006,Official language minority (percentage),5.6,2.9,7.9
35060747,Language,7002,  French only,0.3,0,0
35060747,Language,8006,Official language minority (percentage),7.5,6.8,8.2
35060748,Language,7002,  French only,0,0,0
35060748,Language,8006,Official language minority (percentage),7.9,6.3,7.5
35060749,Language,7002,  French only,0,0,2.3
35060749,Language,8006,Official language minority (percentage),10.7,9.8,11.6
35060750,Language,7002,  French only,0,0,0
35060750,Language,8006,Official language minority (percentage),6.7,4.4,6.7
35060751,Language,7002,  French only,0,0,0
35060751,Language,8006,Official language minority (percentage),6.7,4.5,10.6
35060752,Language,7002,  French only,0,0,0
35060752,Language,8006,Official language minority (percentage),6.2,4.7,5.4
35060753,Language,7002,  French only,0.7,0,1.3
35060753,Language,8006,Official language minority (percentage),5.9,5.6,6.3
35060754,Language,7002,  French only,0,0,0
35060754,Language,8006,Official language minority (percentage),6.8,7.2,6.4
35060755,Language,7002,  French only,0.9,0,1.9
35060755,Language,8006,Official language minority (percentage),8.3,5.4,9.3
35060758,Language,7002,  French only,0,0,0
35060758,Language,8006,Official language minority (percentage),8.2,9.1,7.4
35060759,Language,7002,  French only,0,0,1.9
35060759,Language,8006,Official language minority (percentage),10,6.4,11.3
35060760,Language,7002,  French only,0,0,0
35060760,Language,8006,Official language minority (percentage),8.6,10,9.1
35060761,Language,7002,  French only,0,0,0
35060761,Language,8006,Official language minority (percentage),7.3,4.8,10
35060762,Language,7002,  French only,0,0,0
35060762,Language,8006,Official language minority (percentage),7.4,4.5,7.8
35060763,Language,7002,  French only,0,0,0
35060763,Language,8006,Official language minority (percentage),6,9.1,5.9
35060764,Language,7002,  French only,0,0,0
35060764,Language,8006,Official language minority (percentage),6.8,8,5.4
35060765,Language,7002,  French only,1,1,1
35060765,Language,8006,Official language minority (percentage),11,10.4,9.6
35060766,Language,7002,  French only,0,0,0
35060766,Language,8006,Official language minority (percentage),6.2,4.3,7.8
35060767,Language,7002,  French only,0.8,1.5,0
35060767,Language,8006,Official language minority (percentage),7.6,6.1,7.6
35060768,Language,7002,  French only,0.9,0,1.6
35060768,Language,8006,Official language minority (percentage),8.8,9.3,8.3
35060771,Language,7002,  French only,0.3,0,0.5
35060771,Language,8006,Official language minority (percentage),9,8.6,8.8
35060773,Language,7002,  French only,0.6,0,1.2
35060773,Language,8006,Official language minority (percentage),8.5,8.6,9.6
35060774,Language,7002,  French only,0,0,0
35060774,Language,8006,Official language minority (percentage),7.8,7.5,9.8
35060775,Language,7002,  French only,0,0,0
35060775,Language,8006,Official language minority (percentage),6.3,5,8.9
35060777,Language,7002,  French only,0,0,0
35060777,Language,8006,Official language minority (percentage),6.6,7.9,5.3
35060778,Language,7002,  French only,0,0,0
35060778,Language,8006,Official language minority (percentage),6.1,6.8,5.3
35060779,Language,7002,  French only,1.2,0,0
35060779,Language,8006,Official language minority (percentage),6.9,7.1,4.7
35060780,Language,7002,  French only,1.2,2.3,2.4
35060780,Language,8006,Official language minority (percentage),6.9,4.4,7.3
35060781,Language,7002,  French only,0,0,0
35060781,Language,8006,Official language minority (percentage),4.4,2.6,4.9
35060782,Language,7002,  French only,0,0,0
35060782,Language,8006,Official language minority (percentage),5.7,2.3,7
35060783,Language,7002,  French only,0,0,0
35060783,Language,8006,Official language minority (percentage),6.7,5.9,7.3
35060784,Language,7002,  French only,0,0,0
35060784,Language,8006,Official language minority (percentage),3.8,5.1,2.6
35060785,Language,7002,  French only,0,0,0
35060785,Language,8006,Official language minority (percentage),6.4,6.7,8.3
35060786,Language,7002,  French only,0,0,0
35060786,Language,8006,Official language minority (percentage),9.3,7.4,7.1
35060787,Language,7002,  French only,0,0,0
35060787,Language,8006,Official language minority (percentage),8.8,7.1,10.2
35060789,Language,7002,  French only,0,0,0
35060789,Language,8006,Official language minority (percentage),3.5,0,3.7
35060790,Language,7002,  French only,0,0,0
35060790,Language,8006,Official language minority (percentage),9.5,5.9,13.3
35060792,Language,7002,  French only,0,0,0
35060792,Language,8006,Official language minority (percentage),8.5,7.7,9.3
35060793,Language,7002,  French only,0,0,0
35060793,Language,8006,Official language minority (percentage),9.2,9.4,8.8
35060794,Language,7002,  French only,0,0,0
35060794,Language,8006,Official language minority (percentage),4.7,2.3,4.8
35060795,Language,7002,  French only,0,0,0
35060795,Language,8006,Official language minority (percentage),5.1,5,5
35060796,Language,7002,  French only,1.1,0,2.2
35060796,Language,8006,Official language minority (percentage),8.9,9.1,8.5
35060797,Language,7002,  French only,1.4,2.9,2.8
35060797,Language,8006,Official language minority (percentage),12.5,8.3,13.5
35060798,Language,7002,  French only,0,0,0
35060798,Language,8006,Official language minority (percentage),9.1,8.7,7.1
35060799,Language,7002,  French only,1,0,0
35060799,Language,8006,Official language minority (percentage),9.8,10.2,7.5
35060800,Language,7002,  French only,1.5,0,0
35060800,Language,8006,Official language minority (percentage),7.6,3.3,8.6
35060801,Language,7002,  French only,1.1,0,0
35060801,Language,8006,Official language minority (percentage),8.5,6.7,10.2
35060802,Language,7002,  French only,0,0,0
35060802,Language,8006,Official language minority (percentage),10.6,9.4,9.1
35060815,Language,7002,  French only,0,0,0
35060815,Language,8006,Official language minority (percentage),6.9,6.1,7.5
35060816,Language,7002,  French only,0,0,0
35060816,Language,8006,Official language minority (percentage),5.9,7.7,4
35060817,Language,7002,  French only,1,0,0
35060817,Language,8006,Official language minority (percentage),9.7,6,13.2
35060818,Language,7002,  French only,0,0,0
35060818,Language,8006,Official language minority (percentage),6.6,6.5,6.7
35060819,Language,7002,  French only,0,0,0
35060819,Language,8006,Official language minority (percentage),7.7,6.1,9.7
35060820,Language,7002,  French only,0,0,0
35060820,Language,8006,Official language minority (percentage),6.3,7.5,5.1
35060823,Language,7002,  French only,0,2.4,2.9
35060823,Language,8006,Official language minority (percentage),11.8,11.9,11.4
35060833,Language,7002,  French only,0,0,0
35060833,Language,8006,Official language minority (percentage),7.7,6.4,9.1
35060834,Language,7002,  French only,0,0,0
35060834,Language,8006,Official language minority (percentage),6.2,4.1,8.3
35060835,Language,7002,  French only,0,0,0
35060835,Language,8006,Official language minority (percentage),5.5,4.3,6.7
35060836,Language,7002,  French only,0,0,0
35060836,Language,8006,Official language minority (percentage),5.7,2.6,6
35060837,Language,7002,  French only,0,0,0
35060837,Language,8006,Official language minority (percentage),8.1,5.7,8.8
35060838,Language,7002,  French only,0,1.2,0
35060838,Language,8006,Official language minority (percentage),10.3,9.3,11.4
35060840,Language,7002,  French only,0,0,1.4
35060840,Language,8006,Official language minority (percentage),6.3,5.6,8.3
35060841,Language,7002,  French only,0,0,0
35060841,Language,8006,Official language minority (percentage),5.1,5.3,6.6
35060842,Language,7002,  French only,0,0,0
35060842,Language,8006,Official language minority (percentage),5.3,5.3,5.4
35060843,Language,7002,  French only,0,0,0
35060843,Language,8006,Official language minority (percentage),6.8,6.3,7.5
35060844,Language,7002,  French only,0.9,1.8,1.8
35060844,Language,8006,Official language minority (percentage),5.4,3.6,7.3
35060845,Language,7002,  French only,0,0,0
35060845,Language,8006,Official language minority (percentage),6.9,5.5,8.3
35060860,Language,7002,  French only,0.7,1.3,1.4
35060860,Language,8006,Official language minority (percentage),13,12.2,12.7
35060861,Language,7002,  French only,0,0,0
35060861,Language,8006,Official language minority (percentage),10.3,12.2,8.5
35060862,Language,7002,  French only,0.7,1.4,1.2
35060862,Language,8006,Official language minority (percentage),11.9,10,13.6
35060864,Language,7002,  French only,1,2.1,2
35060864,Language,8006,Official language minority (percentage),12.1,12.5,14
35060865,Language,7002,  French only,0.5,1,0
35060865,Language,8006,Official language minority (percentage),13.9,13.1,15.4
35060866,Language,7002,  French only,2.5,1.8,3.9
35060866,Language,8006,Official language minority (percentage),15.3,14.5,15.7
35060867,Language,7002,  French only,3.1,2.3,3.8
35060867,Language,8006,Official language minority (percentage),14.4,15.9,13.2
35060868,Language,7002,  French only,1.2,2.3,0
35060868,Language,8006,Official language minority (percentage),12,11.6,15
35060869,Language,7002,  French only,0,0,2.9
35060869,Language,8006,Official language minority (percentage),11.1,8.1,11.4
35060870,Language,7002,  French only,1.1,2.3,2
35060870,Language,8006,Official language minority (percentage),12.9,11.4,16.3
35060871,Language,7002,  French only,0,0,0
35060871,Language,8006,Official language minority (percentage),6.2,3.1,9.1
35060872,Language,7002,  French only,0.4,0,0.8
35060872,Language,8006,Official language minority (percentage),11,7.9,11.7
35060874,Language,7002,  French only,0,0,0
35060874,Language,8006,Official language minority (percentage),13.3,13.3,10
35060875,Language,7002,  French only,0.7,0,1.4
35060875,Language,8006,Official language minority (percentage),8.5,7.2,9.9
35060876,Language,7002,  French only,1.3,1.4,1.3
35060876,Language,8006,Official language minority (percentage),10.7,9.9,12.7
35060877,Language,7002,  French only,0,0,0
35060877,Language,8006,Official language minority (percentage),10.1,9.1,11.1
35060885,Language,7002,  French only,4.7,2.9,6.2
35060885,Language,8006,Official language minority (percentage),24.8,19.1,29.6
35060888,Language,7002,  French only,0,0,0
35060888,Language,8006,Official language minority (percentage),11.5,9.8,11.1
35060889,Language,7002,  French only,0,0,0
35060889,Language,8006,Official language minority (percentage),6.5,6.5,10
35060890,Language,7002,  French only,0.7,0.5,0.8
35060890,Language,8006,Official language minority (percentage),12,11.3,12.2
35060891,Language,7002,  French only,0.9,0,1.8
35060891,Language,8006,Official language minority (percentage),10.7,10.3,10.9
35060892,Language,7002,  French only,6.8,7.1,8.9
35060892,Language,8006,Official language minority (percentage),23.9,23.8,24.4
35060893,Language,7002,  French only,3.8,3.2,4.3
35060893,Language,8006,Official language minority (percentage),20.1,19.6,19.8
35060894,Language,7002,  French only,3.3,2.9,3.7
35060894,Language,8006,Official language minority (percentage),16.7,15.5,17.8
35060895,Language,7002,  French only,11.7,7.6,15
35060895,Language,8006,Official language minority (percentage),28.3,25.3,31
35060898,Language,7002,  French only,2.9,1.5,2.8
35060898,Language,8006,Official language minority (percentage),11.3,11.6,11.1
35060899,Language,7002,  French only,2.3,1.9,2.6
35060899,Language,8006,Official language minority (percentage),13.4,12.3,14.5
35060902,Language,7002,  French only,4.1,2.9,2.6
35060902,Language,8006,Official language minority (percentage),20.3,20,17.9
35060903,Language,7002,  French only,1.3,0,2.5
35060903,Language,8006,Official language minority (percentage),19.5,18.9,20.5
35060904,Language,7002,  French only,2.2,2.3,2.2
35060904,Language,8006,Official language minority (percentage),15.6,13.6,17.4
35060905,Language,7002,  French only,0.8,0,1.6
35060905,Language,8006,Official language minority (percentage),14.8,12.1,15.6
35060906,Language,7002,  French only,0,0,0
35060906,Language,8006,Official language minority (percentage),16,10.8,21.6
35060907,Language,7002,  French only,1.3,0,0
35060907,Language,8006,Official language minority (percentage),12.8,12.2,16.2
35060908,Language,7002,  French only,0,0,0
35060908,Language,8006,Official language minority (percentage),17.8,13.9,21.6
35060909,Language,7002,  French only,1.4,0,2.8
35060909,Language,8006,Official language minority (percentage),21.9,19.4,25
35060910,Language,7002,  French only,0.8,1.5,0
35060910,Language,8006,Official language minority (percentage),12.9,11.9,13.8
35060911,Language,7002,  French only,0.8,1,0.7
35060911,Language,8006,Official language minority (percentage),17.8,14.3,19.9
35060912,Language,7002,  French only,0,0,2.3
35060912,Language,8006,Official language minority (percentage),15.1,14,15.9
35060913,Language,7002,  French only,1.2,2.3,0
35060913,Language,8006,Official language minority (percentage),17.9,18.6,20
35060914,Language,7002,  French only,1.2,0,0
35060914,Language,8006,Official language minority (percentage),14.1,14.6,13.6
35060915,Language,7002,  French only,1,0,2
35060915,Language,8006,Official language minority (percentage),13.7,16,13.5
35060916,Language,7002,  French only,1.1,0,4.3
35060916,Language,8006,Official language minority (percentage),18.2,16.7,19.1
35060917,Language,7002,  French only,0,0,0
35060917,Language,8006,Official language minority (percentage),15,15.4,15.4
35060918,Language,7002,  French only,3.9,1.6,6.1
35060918,Language,8006,Official language minority (percentage),22.5,17.5,27.3
35060921,Language,7002,  French only,1.4,0,2.4
35060921,Language,8006,Official language minority (percentage),14.7,14.7,15
35060922,Language,7002,  French only,2.3,2.3,2.8
35060922,Language,8006,Official language minority (percentage),21.6,20.7,23
35060923,Language,7002,  French only,2.9,5.4,0
35060923,Language,8006,Official language minority (percentage),24.3,24.3,27.3
35060924,Language,7002,  French only,5.7,7.1,8
35060924,Language,8006,Official language minority (percentage),22.6,21.4,26.9
35060925,Language,7002,  French only,9.2,7.2,10.8
35060925,Language,8006,Official language minority (percentage),31.6,26.1,34.9
35060926,Language,7002,  French only,1,2.1,2
35060926,Language,8006,Official language minority (percentage),19.2,19.1,19.6
35060929,Language,7002,  French only,2.5,0,2.6
35060929,Language,8006,Official language minority (percentage),26.6,24.4,28.9
35060930,Language,7002,  French only,3.2,2.3,6
35060930,Language,8006,Official language minority (percentage),17.4,14,18.4
35060931,Language,7002,  French only,2.6,2.5,0
35060931,Language,8006,Official language minority (percentage),19.7,17.5,22.2
35060934,Language,7002,  French only,1.6,0.7,2.3
35060934,Language,8006,Official language minority (percentage),19.9,19.3,20.3
35060935,Language,7002,  French only,1,0,0
35060935,Language,8006,Official language minority (percentage),19.6,20.8,16
35060936,Language,7002,  French only,1.8,1.9,1.8
35060936,Language,8006,Official language minority (percentage),15.6,15.1,16.4
35060937,Language,7002,  French only,3,2,4
35060937,Language,8006,Official language minority (percentage),21.8,22,24
35060938,Language,7002,  French only,1,1.1,1
35060938,Language,8006,Official language minority (percentage),12.6,12.3,12.8
35060939,Language,7002,  French only,0,0,0
35060939,Language,8006,Official language minority (percentage),12.4,11.8,11.8
35060940,Language,7002,  French only,0,0,3.6
35060940,Language,8006,Official language minority (percentage),14,10.3,14.3
35060941,Language,7002,  French only,2.3,1.7,2.8
35060941,Language,8006,Official language minority (percentage),18.8,17.2,18.6
35060942,Language,7002,  French only,1.7,1.2,2.2
35060942,Language,8006,Official language minority (percentage),15,12,17.8
35060944,Language,7002,  French only,0.7,0,0
35060944,Language,8006,Official language minority (percentage),12,10.4,14.9
35060945,Language,7002,  French only,0,0,0
35060945,Language,8006,Official language minority (percentage),14.4,13,15.9
35060953,Language,7002,  French only,1.4,0,1.3
35060953,Language,8006,Official language minority (percentage),16.4,15.9,16.9
35060954,Language,7002,  French only,1.3,0,2.4
35060954,Language,8006,Official language minority (percentage),11.7,14.3,11.9
35060955,Language,7002,  French only,1.3,1.4,1.3
35060955,Language,8006,Official language minority (percentage),13.8,13.4,14.8
35060956,Language,7002,  French only,2.3,1.6,3.1
35060956,Language,8006,Official language minority (percentage),14.1,12.7,16.9
35060957,Language,7002,  French only,7.3,6.7,7.8
35060957,Language,8006,Official language minority (percentage),26.6,25.2,27.9
35060961,Language,7002,  French only,0.8,0,1.4
35060961,Language,8006,Official language minority (percentage),20,18.6,20.8
35060968,Language,7002,  French only,1.6,2,1.4
35060968,Language,8006,Official language minority (percentage),25.6,23.5,26
35060970,Language,7002,  French only,2,2,2.9
35060970,Language,8006,Official language minority (percentage),16,16.2,16.4
35060972,Language,7002,  French only,0.8,0.7,0.9
35060972,Language,8006,Official language minority (percentage),14,11.4,16.5
35060973,Language,7002,  French only,1.1,0,1
35060973,Language,8006,Official language minority (percentage),31.7,31.4,33.3
35060974,Language,7002,  French only,2.2,2.2,2.2
35060974,Language,8006,Official language minority (percentage),32.3,33.3,29.8
35060975,Language,7002,  French only,5,4.7,5.3
35060975,Language,8006,Official language minority (percentage),29.4,27.9,30.9
35060976,Language,7002,  French only,6.2,5.7,5
35060976,Language,8006,Official language minority (percentage),34.5,30.2,40
35060977,Language,7002,  French only,3.1,4.3,3.9
35060977,Language,8006,Official language minority (percentage),27.6,29.8,29.4
35060978,Language,7002,  French only,5,4.2,4.5
35060978,Language,8006,Official language minority (percentage),35.3,36.1,35.8
35060979,Language,7002,  French only,6,4.5,8
35060979,Language,8006,Official language minority (percentage),29.9,24.2,38
35060984,Language,7002,  French only,6.9,7.3,4.3
35060984,Language,8006,Official language minority (percentage),33.7,34.5,34.8
35060985,Language,7002,  French only,5.4,2.2,8.7
35060985,Language,8006,Official language minority (percentage),26.1,22.2,30.4
35060986,Language,7002,  French only,4,4.1,4
35060986,Language,8006,Official language minority (percentage),27.3,26,28
35060987,Language,7002,  French only,5.1,4.5,7.3
35060987,Language,8006,Official language minority (percentage),32.7,32.6,33.3
35060988,Language,7002,  French only,3.6,4.3,4.3
35060988,Language,8006,Official language minority (percentage),33.8,33.8,34.3
35060989,Language,7002,  French only,6.3,7,7.4
35060989,Language,8006,Official language minority (percentage),31.5,32.8,30.2
35060990,Language,7002,  French only,8.5,6.7,12
35060990,Language,8006,Official language minority (percentage),34.7,35.6,36
35060991,Language,7002,  French only,0.8,1.8,1.5
35060991,Language,8006,Official language minority (percentage),24.8,25.5,26.2
35061001,Language,7002,  French only,3.6,4,4.4
35061001,Language,8006,Official language minority (percentage),31.5,32,31.1
35061018,Language,7002,  French only,1.1,0,2
35061018,Language,8006,Official language minority (percentage),26.3,26.1,24.5
35061019,Language,7002,  French only,3.6,2.3,5
35061019,Language,8006,Official language minority (percentage),31,30.2,34.1
35061020,Language,7002,  French only,2.2,1.3,3.9
35061020,Language,8006,Official language minority (percentage),37.4,30.8,42.2
35061026,Language,7002,  French only,2.7,2.9,2.4
35061026,Language,8006,Official language minority (percentage),28,26.5,29.3
35061027,Language,7002,  French only,1.9,0,0
35061027,Language,8006,Official language minority (percentage),24.5,26.1,24.1
35061030,Language,7002,  French only,1.9,0,1.8
35061030,Language,8006,Official language minority (percentage),25,22.4,27.3
35061031,Language,7002,  French only,1.4,0,2.9
35061031,Language,8006,Official language minority (percentage),30.2,26.1,32.9
35061033,Language,7002,  French only,1,0,2
35061033,Language,8006,Official language minority (percentage),17.3,15.1,19.6
35061034,Language,7002,  French only,1.1,0,0
35061034,Language,8006,Official language minority (percentage),12.6,11.4,12
35061035,Language,7002,  French only,2.3,2.3,2.3
35061035,Language,8006,Official language minority (percentage),18.2,15.9,17.8
35061036,Language,7002,  French only,0.8,0,1.6
35061036,Language,8006,Official language minority (percentage),13.5,15.6,11.3
35061039,Language,7002,  French only,0.8,1.5,0
35061039,Language,8006,Official language minority (percentage),12.6,12.1,13.1
35061041,Language,7002,  French only,3.4,2.2,2.8
35061041,Language,8006,Official language minority (percentage),15.3,15.2,15.5
35061042,Language,7002,  French only,1,0,1.7
35061042,Language,8006,Official language minority (percentage),7.6,4.3,8.5
35061043,Language,7002,  French only,0,0,0
35061043,Language,8006,Official language minority (percentage),9.2,8,10.2
35061044,Language,7002,  French only,0,0,2.2
35061044,Language,8006,Official language minority (percentage),11.6,12.5,13
35061045,Language,7002,  French only,0,0,0
35061045,Language,8006,Official language minority (percentage),10.6,8.5,12.8
35061046,Language,7002,  French only,0,0,1.9
35061046,Language,8006,Official language minority (percentage),7.8,8.2,7.5
35061047,Language,7002,  French only,0.7,0,1.4
35061047,Language,8006,Official language minority (percentage),11.6,11.1,11
35061051,Language,7002,  French only,0,2,2
35061051,Language,8006,Official language minority (percentage),13,14,10
35061053,Language,7002,  French only,0.9,0,0
35061053,Language,8006,Official language minority (percentage),15.9,15.3,17
35061054,Language,7002,  French only,1.2,2.5,2.3
35061054,Language,8006,Official language minority (percentage),22.6,22,22.7
35061055,Language,7002,  French only,2.7,3,2.4
35061055,Language,8006,Official language minority (percentage),28.2,25.4,30.5
35061056,Language,7002,  French only,1.4,0,1.4
35061056,Language,8006,Official language minority (percentage),11.3,12.3,10.1
35061057,Language,7002,  French only,0,4.5,0
35061057,Language,8006,Official language minority (percentage),15.4,18.2,11.8
35061067,Language,7002,  French only,0.9,0,0
35061067,Language,8006,Official language minority (percentage),5.6,6,5.3
35061069,Language,7002,  French only,0,0,0
35061069,Language,8006,Official language minority (percentage),11.8,8.8,14.7
35061070,Language,7002,  French only,0,0,0
35061070,Language,8006,Official language minority (percentage),9.5,8.8,10
35061071,Language,7002,  French only,0,1.9,0
35061071,Language,8006,Official language minority (percentage),10.8,11.5,12.1
35061072,Language,7002,  French only,1.1,2.3,2.1
35061072,Language,8006,Official language minority (percentage),17.4,15.9,16.7
35061073,Language,7002,  French only,1.1,0,2.2
35061073,Language,8006,Official language minority (percentage),12.6,16.7,11.1
35061074,Language,7002,  French only,1.1,0,0
35061074,Language,8006,Official language minority (percentage),10.9,12.8,6.7
35061075,Language,7002,  French only,4.7,2.5,6.7
35061075,Language,8006,Official language minority (percentage),18.6,14.6,22.2
35061076,Language,7002,  French only,1.1,0,0
35061076,Language,8006,Official language minority (percentage),10.5,10.9,10.2
35061077,Language,7002,  French only,0,0,0
35061077,Language,8006,Official language minority (percentage),6.4,7.8,5.2
35061078,Language,7002,  French only,4.8,5.2,6.1
35061078,Language,8006,Official language minority (percentage),17.7,16.9,18.2
35061079,Language,7002,  French only,1,0,2.1
35061079,Language,8006,Official language minority (percentage),12.2,9.8,12.5
35061080,Language,7002,  French only,3.8,3.8,5.9
35061080,Language,8006,Official language minority (percentage),18.3,15.1,21.6
35061081,Language,7002,  French only,9,9.2,10
35061081,Language,8006,Official language minority (percentage),27.6,25.8,27.8
35061082,Language,7002,  French only,3.1,2,4.2
35061082,Language,8006,Official language minority (percentage),14.4,12.2,16.7
35061083,Language,7002,  French only,0.8,1.8,1.6
35061083,Language,8006,Official language minority (percentage),9.2,8.8,11.1
35061084,Language,7002,  French only,3,4.1,3.8
35061084,Language,8006,Official language minority (percentage),16,12.2,17.3
35061085,Language,7002,  French only,1.3,0,2.4
35061085,Language,8006,Official language minority (percentage),8.9,8.1,12.2
35061086,Language,7002,  French only,0.7,1.6,1.3
35061086,Language,8006,Official language minority (percentage),12.1,9.5,12.8
35061087,Language,7002,  French only,0,0,0
35061087,Language,8006,Official language minority (percentage),6.3,5.7,8.3
35061089,Language,7002,  French only,0.7,0,0
35061089,Language,8006,Official language minority (percentage),6.7,6.1,7.4
35061090,Language,7002,  French only,0,0,0
35061090,Language,8006,Official language minority (percentage),8,11.6,6.7
35061091,Language,7002,  French only,0,0,0
35061091,Language,8006,Official language minority (percentage),7.8,6.8,8.3
35061092,Language,7002,  French only,1,0,0
35061092,Language,8006,Official language minority (percentage),5.8,5.9,5.8
35061094,Language,7002,  French only,0,0,0
35061094,Language,8006,Official language minority (percentage),10.8,9.7,13.4
35061097,Language,7002,  French only,1.2,0,0
35061097,Language,8006,Official language minority (percentage),6,6.8,5
35061098,Language,7002,  French only,0,1.2,0
35061098,Language,8006,Official language minority (percentage),6.3,6,6.7
35061100,Language,7002,  French only,0,0,0
35061100,Language,8006,Official language minority (percentage),8,7.3,10.9
35061101,Language,7002,  French only,0,0,0
35061101,Language,8006,Official language minority (percentage),5.7,2.9,5.7
35061102,Language,7002,  French only,1.1,0,2.3
35061102,Language,8006,Official language minority (percentage),8,9.3,9.1
35061103,Language,7002,  French only,0,0,0
35061103,Language,8006,Official language minority (percentage),4.6,3.1,6.3
35061104,Language,7002,  French only,0.8,0,1.4
35061104,Language,8006,Official language minority (percentage),6.8,7,7.3
35061105,Language,7002,  French only,0,0,0
35061105,Language,8006,Official language minority (percentage),6.4,5.9,5.5
35061106,Language,7002,  French only,1,2.1,0
35061106,Language,8006,Official language minority (percentage),9,8.5,9.4
35061107,Language,7002,  French only,0,0,0
35061107,Language,8006,Official language minority (percentage),6.7,5.7,5.8
35061108,Language,7002,  French only,1.5,0,0
35061108,Language,8006,Official language minority (percentage),7.6,5.9,9.7
35061113,Language,7002,  French only,2.4,2.3,2.4
35061113,Language,8006,Official language minority (percentage),36.5,36.8,35.7
35061114,Language,7002,  French only,2.2,2.2,4.4
35061114,Language,8006,Official language minority (percentage),45.6,44.4,47.7
35061115,Language,7002,  French only,4.6,6.5,2.4
35061115,Language,8006,Official language minority (percentage),48.3,46.8,46.3
35061116,Language,7002,  French only,1.7,0,0
35061116,Language,8006,Official language minority (percentage),32.2,33.3,31
35061117,Language,7002,  French only,1.6,3.3,1.6
35061117,Language,8006,Official language minority (percentage),35.5,35,34.9
35061118,Language,7002,  French only,3.6,3.5,1.9
35061118,Language,8006,Official language minority (percentage),42.9,43.9,40
35061119,Language,7002,  French only,6.6,4.7,7.2
35061119,Language,8006,Official language minority (percentage),56.9,56,56.6
35061120,Language,7002,  French only,1.6,0,3.3
35061120,Language,8006,Official language minority (percentage),53.1,45.7,58.1
35061121,Language,7002,  French only,1.9,0,4
35061121,Language,8006,Official language minority (percentage),42.3,40.7,44
35061122,Language,7002,  French only,4.7,4.7,4.6
35061122,Language,8006,Official language minority (percentage),50,50,49.2
35061123,Language,7002,  French only,5.9,6.6,5.2
35061123,Language,8006,Official language minority (percentage),53.4,47.5,57.9
35061124,Language,7002,  French only,5.4,7.1,3.5
35061124,Language,8006,Official language minority (percentage),52.1,52.4,51.8
35061125,Language,7002,  French only,0,0,0
35061125,Language,8006,Official language minority (percentage),3.4,3.4,7.1
35061126,Language,7002,  French only,0,0,0
35061126,Language,8006,Official language minority (percentage),5.4,2.6,5.6
35061127,Language,7002,  French only,0,0,0
35061127,Language,8006,Official language minority (percentage),4.6,3.8,4.1
35061128,Language,7002,  French only,0,0,0
35061128,Language,8006,Official language minority (percentage),5.5,6.8,4.2
35061129,Language,7002,  French only,1.2,0,2.5
35061129,Language,8006,Official language minority (percentage),4.9,5,7.5
35061130,Language,7002,  French only,0,0,0
35061130,Language,8006,Official language minority (percentage),4.2,3.4,4.9
35061131,Language,7002,  French only,0,0,0
35061131,Language,8006,Official language minority (percentage),6.5,5.2,7.8
35061132,Language,7002,  French only,0,0,0
35061132,Language,8006,Official language minority (percentage),2.2,2,4.5
35061133,Language,7002,  French only,0,0,0
35061133,Language,8006,Official language minority (percentage),5.7,7.3,6.6
35061134,Language,7002,  French only,0.8,0,0
35061134,Language,8006,Official language minority (percentage),5.5,4.5,6.5
35061135,Language,7002,  French only,0,0,0
35061135,Language,8006,Official language minority (percentage),4.5,4.3,6.3
35061136,Language,7002,  French only,0,0,0
35061136,Language,8006,Official language minority (percentage),3.6,2.4,2.4
35061137,Language,7002,  French only,0,0,0
35061137,Language,8006,Official language minority (percentage),6.7,7.1,6.4
35061138,Language,7002,  French only,0,0,0
35061138,Language,8006,Official language minority (percentage),5.3,2.6,2.9
35061140,Language,7002,  French only,0.4,0,0
35061140,Language,8006,Official language minority (percentage),6.5,6.8,7
35061141,Language,7002,  French only,0,0,0
35061141,Language,8006,Official language minority (percentage),6,6.7,5.5
