DBUID,lat,lon
35061263010,45.441726827869644,-75.66142994528111
35061263011,45.439776871937795,-75.66217663192971
35061263013,45.44000502754423,-75.66476734687798
35061263014,45.43898691614611,-75.66418551927897
35061264001,45.34834747562033,-75.63024110296878
35061264002,45.3474251074538,-75.63390742686302
35061264003,45.34814864525809,-75.63737709043761
35061266001,45.47791350445972,-75.55103355788087
35061266002,45.47900982130043,-75.54025641309033
35061266003,45.47880081543711,-75.54553142088027
35061266004,45.480452530384554,-75.54488595255462
35061266005,45.47730827642622,-75.54587960737115
35061266006,45.481613577163714,-75.54181448700959
35061266007,45.47955286668927,-75.54006167692279
35061266008,45.4797109144619,-75.5452084208833
35061312002,45.478537718486024,-75.47259537178836
35061311001,45.476825382886,-75.47055288247324
35061311002,45.47818174727371,-75.46739233061327
35061311005,45.47632024421539,-75.47007738355417
35061311006,45.47933680668934,-75.47092536746733
35061312001,45.48123141345577,-75.47259270841111
35061190002,45.37374392828741,-75.7814405738329
35061191002,45.3765281789145,-75.77758113452849
35061192001,45.36378843804338,-75.7794986538109
35061312003,45.480610299311195,-75.47457121813784
35061312004,45.48058428272954,-75.47150207932364
35061312005,45.48006132853902,-75.47493450092705
35061312006,45.478799630086726,-75.47058532747594
35061312007,45.478750608226775,-75.47555766071935
35061313001,45.477111516049185,-75.4762985099246
35061313002,45.47605748966625,-75.47340597209255
35061314001,45.47653686581315,-75.47608358945642
35061315001,45.35423788284904,-75.62678699040374
35061315002,45.35728851875962,-75.62755667046741
35061315003,45.35337968058446,-75.63381926861852
35061316001,45.357875533008304,-75.63352728567271
35061316002,45.35685986943145,-75.63301114819187
35061131001,45.117891929518834,-75.76136389829637
35061131002,45.107032582840525,-75.74779802989863
35061131004,45.092799565174566,-75.73521576997653
35061131005,45.090837193821805,-75.73223867739931
35061192004,45.364545006867175,-75.77970209721929
35061192008,45.362112140111,-75.77612861832364
35061193001,45.36275502743077,-75.78556773042341
35061193002,45.36135387473087,-75.78479921317005
35061193003,45.35993208060451,-75.78399527416805
35061193005,45.3579973971166,-75.77782640139228
35061193006,45.35701383275028,-75.77868419050539
35061193009,45.36059823195485,-75.78175109134278
35061194001,45.361100136513336,-75.7857524725467
35061194002,45.35940067483685,-75.78588338899901
35061194003,45.35894015476561,-75.78779933910386
35061194004,45.358670755349706,-75.78875382793153
35061194005,45.35830410309807,-75.78478723000771
35061194006,45.357064200363766,-75.78557898449243
35061194007,45.35763208138516,-75.78346615957925
35061195011,45.36159196946879,-75.7872606713587
35061195012,45.36071875821314,-75.78931881100377
35061196001,45.364041704369406,-75.78842293867284
35061196002,45.36309775977999,-75.78788466404575
35061196003,45.362574086283196,-75.78978131713784
35061197003,45.36377507403793,-75.79134291889837
35061197004,45.36436578055517,-75.79052264923361
35061198001,45.35835380977634,-75.7896480024084
35061316003,45.35660798188228,-75.63198004320168
35061198002,45.357838349517436,-75.79045124030112
35061198004,45.35468002098772,-75.78844287163996
35061198005,45.354800541008245,-75.78753106157554
35061198006,45.35601222185795,-75.78937109218467
35061317001,45.35627032287197,-75.63468723978148
35061317002,45.35434199742429,-75.63612250175113
35061317005,45.354017528381306,-75.63736199345985
35061317006,45.356684338141015,-75.6368306213915
35061317007,45.3554480941975,-75.63923128233189
35061318001,45.35530096737193,-75.6301442015494
35061318002,45.35433460799295,-75.63201436966283
35061318003,45.35522530922512,-75.63209755696634
35061319001,45.377728513431876,-75.64032568675253
35061320001,45.37653681809795,-75.64250984408413
35061321004,45.399350727809235,-75.62212304665242
35061321005,45.399927525903706,-75.62276112945018
35061322001,45.39683821414118,-75.61833272261592
35061323002,45.33078311187404,-75.78545289293729
35061323003,45.331077128894385,-75.78439891111697
35061323004,45.330480956593846,-75.78512445536607
35061323005,45.32475575428354,-75.78207381428244
35061323006,45.326744413010005,-75.78703369835667
35061323007,45.32744019340713,-75.78425920186228
35061325005,45.44504726283519,-75.52976811926122
35061325006,45.4311957935215,-75.5148871882498
35061325007,45.43298731097788,-75.51488185176848
35061131008,45.0813669943151,-75.75251591678521
35061131011,45.06646437228804,-75.69804203617127
35061131012,45.04110058146524,-75.72219734953632
35061131013,45.05361807712219,-75.68293445342982
35061131014,45.05536523787344,-75.6735189934013
35061131015,45.061648441148364,-75.6682123396195
35061131017,45.0846263226925,-75.72088726467364
35061131018,45.09624902804181,-75.73455831107293
35061131019,45.05855467791756,-75.74295650093381
35061189014,45.3742126758445,-75.78213614093013
35061132001,45.10773370441031,-75.67464328127313
35061132002,45.09892178121995,-75.69276075285399
35061201003,45.349963052807226,-75.79738002486049
35061201007,45.35290163431139,-75.7952118823631
35061202001,45.3527790946177,-75.79612406582409
35061202002,45.35217058207045,-75.79785951274499
35061202003,45.352299669561575,-75.79870686425407
35061203001,45.350147975716446,-75.8003228045202
35061203002,45.34863209271391,-75.79942370065523
35061203003,45.34879442211145,-75.79835214697052
35061204001,45.34854601229268,-75.79571404543414
35061208001,45.33964381976906,-75.77913755447636
35061208005,45.33910104804659,-75.78121193556605
35061209001,45.33761965972031,-75.78333128196961
35061209002,45.33700912429653,-75.78316163315095
35061209003,45.336604895007845,-75.78247555992367
35061209004,45.33511079047887,-75.7824491765923
35061209005,45.33603963481379,-75.78074170330002
35061210001,45.3393089294834,-75.7760810353218
35061210002,45.33914442221384,-75.77807525086594
35061210003,45.337718675192285,-75.77841251287963
35061210004,45.33658415629906,-75.77733794103638
35061325008,45.43288954270433,-75.5158778889772
35061213002,45.331127277900755,-75.77356626587591
35061213003,45.330588723273166,-75.77521525260852
35061213004,45.329280768672795,-75.77542982210676
35061214002,45.32532615607382,-75.77741733894233
35061325009,45.43348160299305,-75.51723903365469
35061325010,45.43218929106948,-75.5176989320425
35061325011,45.43564174114199,-75.51153162728612
35061325012,45.43193857497469,-75.51634432800114
35061325013,45.44326561180367,-75.5106590816447
35061326001,45.44406237549695,-75.52685745608933
35061326002,45.44080687066084,-75.52516278888234
35061326003,45.44358463028091,-75.5276496962963
35061327001,45.441168031991864,-75.52655222896257
35061327002,45.43950479722456,-75.52640056243294
35061327003,45.43902642310629,-75.52524486484337
35061328001,45.44063073755958,-75.52901442186585
35061328003,45.44035285965107,-75.52976738903605
35061328004,45.43955209282525,-75.53017026128795
35061328005,45.438770513576664,-75.528787814623
35061328006,45.43887919496201,-75.52794232807838
35061328009,45.43972162703356,-75.5290348594253
35061329001,45.438062954954454,-75.5321361649998
35061329002,45.43719575535549,-75.52957161857034
35061329003,45.43560631968155,-75.53098108066999
35061329004,45.4356624794271,-75.52778401195101
35061329005,45.43480601254291,-75.52719645993214
35061331001,45.43840853207853,-75.52066259271136
35061331002,45.43821899617233,-75.52167403119734
35061331003,45.43715963717027,-75.52233324058422
35061331004,45.43698357606604,-75.52357199343948
35061339010,45.45424506075537,-75.63087399141703
35061132003,45.077117995636144,-75.66540111870366
35061132004,45.066508628412976,-75.6668852993863
35061132006,45.06679288016636,-75.65435227406839
35061132008,45.07645167122646,-75.65012391222001
35061133005,45.03152323391395,-75.75160338388332
35061133006,45.028910862537614,-75.7476271430768
35061133007,45.02092120014075,-75.75389254651914
35061133008,45.020640235580245,-75.72882259211768
35061133009,45.04364911106671,-75.69592845662984
35061133011,44.97355815247553,-75.81474295963395
35061133018,44.9692371515615,-75.82454574691909
35061214003,45.3243340847257,-75.77682223281833
35061214007,45.327939689856514,-75.7764037706297
35061215001,45.32818551127107,-75.76867503143494
35061215002,45.326294321028,-75.77305693478125
35061215003,45.32686453319706,-75.7727718317062
35061215004,45.32702109676321,-75.77521723938136
35061222001,45.42680424098617,-75.68539160428391
35061222002,45.42618403739347,-75.6848871083575
35061222003,45.42530604562126,-75.68447105307618
35061222004,45.425693913609294,-75.68356263691756
35061222007,45.42434022431649,-75.68397453531165
35061222010,45.42267947826512,-75.68131394788696
35061222011,45.421980386512885,-75.68194682171982
35061222016,45.421231997694754,-75.68092978762596
35061222023,45.42304659344746,-75.68664320717859
35061222025,45.426114713264106,-75.68702759926828
35061222030,45.42300872320583,-75.68345599904707
35061222031,45.424308794080595,-75.6826960805713
35061222035,45.4208952465535,-75.6847209746669
35061222036,45.41960410480239,-75.68147059880953
35061222039,45.42474804377201,-75.68649373014634
35061222047,45.42327572743272,-75.68868655813687
35061222049,45.425347805955745,-75.6883825993014
35061339007,45.45387007429795,-75.6361885121121
35061339008,45.45302883779323,-75.63374762525275
