ONS_ID,Name,dist_all,time_all,dist_fr,time_fr,diff_d,diff_t
912,Carson Grove - Carson Meadows,1.4028658483121437,2.0796051439427155,1.2434977654963566,1.8753112835557237,-0.15936808281578707,-0.2042938603869917
927,Hunt Club Woods - Quintarra - Revelstoke,1.3711541188386227,2.07523576412334,3.6938888180737215,4.3538432025366625,2.322734699235099,2.2786074384133226
46,Hawthorne Meadows - Sheffield Glen,1.3873196988322063,2.0580869698832203,1.6261238612170623,2.369840109482126,0.23880416238485602,0.3117531395989057
88,Qualicum - Redwood Park,1.4975786781349028,2.055644333786027,2.8527250098231822,3.574177144728226,1.3551463316882795,1.5185328109421992
28,Civic Hospital-Central Park,1.4651199119330691,2.013397622192867,1.9703426011277905,2.6911975693282177,0.5052226891947214,0.6777999471353509
60,Lebreton Development,1.2336054838709678,2.007876344086022,1.445994193548387,2.276602150537635,0.2123887096774193,0.2687258064516129
910,Carlingwood West - Glabar Park - McKellar Heights,1.3221210906347667,2.006840895211409,2.057602958923184,2.938192639436838,0.7354818682884174,0.9313517442254291
13,Bridlewood - Emerald Meadows,1.4378909672131148,1.9895099726775958,1.9414408143949815,2.695297859461839,0.5035498471818667,0.7057878867842433
83,Old Ottawa South,1.109075897920605,1.9662728418399495,1.543721747789373,2.398967444701134,0.434645849868768,0.43269460286118444
17,Carleton University,1.2342,1.9333333333333331,1.9122000000000001,2.4733333333333336,0.6780000000000002,0.5400000000000005
54,Iris - Queensway Terrance South,1.3190478569126651,1.9149119132022772,2.461666246563127,3.3836023383121545,1.1426183896504618,1.4686904251098774
52,Hunt Club Upper -Blossom Park - Timbermill,1.2818789310700769,1.8925446343235082,1.3958344036643784,2.0843171831839533,0.1139554725943015,0.19177254886044515
939,Orléans Village - Chateauneuf,1.2106405287146764,1.8907578243694927,1.477986502506469,2.2411496956785357,0.2673459737917925,0.35039187130904303
935,Manor Park,1.1810992320819111,1.8891301668562759,0.9532140390778456,1.5482063078036405,-0.2278851930040655,-0.34092385905263534
